id,timestamp,co2_intensity_g_per_kwh
,2025-10-04T01:45:00.554667+00:00,258.8
,2025-10-03T06:45:00.820851+00:00,225.4
,2025-10-04T02:00:00.554667+00:00,212.5
,2025-10-03T07:00:00.820851+00:00,201.5
,2025-10-04T02:15:00.554667+00:00,210.4
,2025-10-03T07:15:00.820851+00:00,253.5
,2025-10-04T02:30:00.554667+00:00,186.8
,2025-10-03T07:30:00.820851+00:00,248.5
,2025-10-04T02:45:00.554667+00:00,230.9
,2025-10-03T07:45:00.820851+00:00,179.8
,2025-10-04T03:00:00.554667+00:00,262.7
,2025-10-03T08:00:00.820851+00:00,223.5
,2025-10-04T03:15:00.554667+00:00,250.8
,2025-10-03T08:15:00.820851+00:00,216.5
,2025-10-04T03:30:00.554667+00:00,247.7
,2025-10-03T08:30:00.820851+00:00,225.6
,2025-10-04T03:45:00.554667+00:00,258.2
,2025-10-03T08:45:00.820851+00:00,190.8
,2025-10-04T04:00:00.554667+00:00,242.0
,2025-10-03T09:00:00.820851+00:00,201.0
,2025-10-04T04:15:00.554667+00:00,273.0
,2025-10-03T09:15:00.820851+00:00,256.5
,2025-10-04T04:30:00.554667+00:00,276.8
,2025-10-03T09:30:00.820851+00:00,229.5
,2025-10-04T04:45:00.554667+00:00,285.9
,2025-10-03T09:45:00.820851+00:00,208.6
,2025-10-04T05:00:00.554667+00:00,235.2
,2025-10-03T10:00:00.820851+00:00,242.4
,2025-10-04T05:15:00.554667+00:00,232.4
,2025-10-03T10:15:00.820851+00:00,205.8
,2025-10-04T05:30:00.554667+00:00,225.7
,2025-10-03T10:30:00.820851+00:00,226.2
,2025-10-04T05:45:00.554667+00:00,208.1
,2025-10-03T10:45:00.820851+00:00,212.9
,2025-10-04T06:00:00.554667+00:00,229.3
,2025-10-03T11:00:00.820851+00:00,261.4
,2025-10-04T06:15:00.554667+00:00,228.6
,2025-10-03T11:15:00.820851+00:00,238.2
,2025-10-04T06:30:00.554667+00:00,230.3
,2025-10-03T11:30:00.820851+00:00,210.5
,2025-10-04T06:45:00.554667+00:00,247.8
,2025-10-03T11:45:00.820851+00:00,212.3
,2025-10-04T07:00:00.554667+00:00,251.4
,2025-10-03T12:00:00.820851+00:00,238.5
,2025-10-04T07:15:00.554667+00:00,243.8
,2025-10-03T12:15:00.820851+00:00,190.4
,2025-10-04T07:30:00.554667+00:00,257.3
,2025-10-03T12:30:00.820851+00:00,242.0
,2025-10-04T07:45:00.554667+00:00,236.7
,2025-10-03T12:45:00.820851+00:00,182.4
,2025-10-04T08:00:00.554667+00:00,227.1
,2025-10-03T13:00:00.820851+00:00,200.1
,2025-10-04T08:15:00.554667+00:00,219.1
,2025-10-03T13:15:00.820851+00:00,213.2
,2025-10-04T08:30:00.554667+00:00,229.5
,2025-10-03T13:30:00.820851+00:00,183.4
,2025-10-04T08:45:00.554667+00:00,226.9
,2025-10-03T13:45:00.820851+00:00,225.6
,2025-10-04T09:00:00.554667+00:00,223.6
,2025-10-03T14:00:00.820851+00:00,256.4
,2025-10-04T09:15:00.554667+00:00,259.8
,2025-10-03T14:15:00.820851+00:00,177.3
,2025-10-04T09:30:00.554667+00:00,251.6
,2025-10-03T14:30:00.820851+00:00,189.4
,2025-10-04T09:45:00.554667+00:00,245.4
,2025-10-03T14:45:00.820851+00:00,258.3
,2025-10-04T10:00:00.554667+00:00,246.6
,2025-10-03T15:00:00.820851+00:00,212.0
,2025-10-04T10:15:00.554667+00:00,187.3
,2025-10-03T15:15:00.820851+00:00,242.0
,2025-10-04T10:30:00.554667+00:00,210.1
,2025-10-03T15:30:00.820851+00:00,259.9
,2025-10-04T10:45:00.554667+00:00,196.1
,2025-10-03T15:45:00.820851+00:00,217.0
,2025-10-04T11:00:00.554667+00:00,212.5
,2025-10-03T16:00:00.820851+00:00,263.0
,2025-10-04T11:15:00.554667+00:00,246.2
,2025-10-03T16:15:00.820851+00:00,230.9
,2025-10-04T11:30:00.554667+00:00,191.1
,2025-10-03T16:30:00.820851+00:00,271.2
,2025-10-04T11:45:00.554667+00:00,226.9
,2025-10-03T16:45:00.820851+00:00,253.3
,2025-10-04T12:00:00.554667+00:00,207.3
,2025-10-03T17:00:00.820851+00:00,235.7
,2025-10-04T12:15:00.554667+00:00,300
,2025-10-03T17:15:00.820851+00:00,236.0
,2025-10-04T12:30:00.554667+00:00,190.7
,2025-10-03T17:30:00.820851+00:00,255.2
,2025-10-04T12:45:00.554667+00:00,232.3
,2025-10-03T17:45:00.820851+00:00,261.6
,2025-10-04T13:00:00.554667+00:00,227.2
,2025-10-03T18:00:00.820851+00:00,241.5
,2025-10-04T13:15:00.554667+00:00,238.0
,2025-10-03T18:15:00.820851+00:00,238.7
,2025-10-04T13:30:00.554667+00:00,270.1
,2025-10-03T18:30:00.820851+00:00,282.3
,2025-10-04T13:45:00.554667+00:00,213.2
,2025-10-03T18:45:00.820851+00:00,271.1
,2025-10-04T14:00:00.554667+00:00,237.1
,2025-10-03T19:00:00.820851+00:00,244.0
,2025-10-04T14:15:00.554667+00:00,231.7
,2025-10-03T19:15:00.820851+00:00,277.6
,2025-10-04T14:30:00.554667+00:00,255.0
,2025-10-03T19:30:00.820851+00:00,250.5
,2025-10-04T14:45:00.554667+00:00,246.1
,2025-10-03T19:45:00.820851+00:00,264.7
,2025-10-04T15:00:00.554667+00:00,227.2
,2025-10-03T20:00:00.820851+00:00,248.3
,2025-10-04T15:15:00.554667+00:00,211.4
,2025-10-03T20:15:00.820851+00:00,216.8
,2025-10-04T15:30:00.554667+00:00,258.1
,2025-10-03T20:30:00.820851+00:00,223.2
,2025-10-04T15:45:00.554667+00:00,274.8
,2025-10-03T20:45:00.820851+00:00,232.5
,2025-10-04T16:00:00.554667+00:00,237.4
,2025-10-03T21:00:00.820851+00:00,236.4
,2025-10-04T16:15:00.554667+00:00,250.0
,2025-10-03T21:15:00.820851+00:00,267.8
,2025-10-04T16:30:00.554667+00:00,254.5
,2025-10-03T21:30:00.820851+00:00,241.8
,2025-10-04T16:45:00.554667+00:00,222.1
,2025-10-03T21:45:00.820851+00:00,283.4
,2025-10-04T17:00:00.554667+00:00,273.0
,2025-10-03T22:00:00.820851+00:00,262.3
,2025-10-04T17:15:00.554667+00:00,281.7
,2025-10-03T22:15:00.820851+00:00,247.6
,2025-10-04T17:30:00.554667+00:00,255.6
,2025-10-03T22:30:00.820851+00:00,220.7
,2025-10-04T17:45:00.554667+00:00,278.2
,2025-10-03T22:45:00.820851+00:00,275.1
,2025-10-04T18:00:00.554667+00:00,231.1
,2025-10-03T23:00:00.820851+00:00,261.5
,2025-10-04T18:15:00.554667+00:00,243.9
,2025-10-03T23:15:00.820851+00:00,241.3
,2025-10-04T18:30:00.554667+00:00,236.6
,2025-10-03T23:30:00.820851+00:00,215.6
,2025-10-04T18:45:00.554667+00:00,216.3
,2025-10-03T23:45:00.820851+00:00,231.7
,2025-10-04T19:00:00.554667+00:00,238.0
,2025-10-04T00:00:00.820851+00:00,227.4
,2025-10-04T19:15:00.554667+00:00,237.8
,2025-10-04T00:15:00.820851+00:00,277.1
,2025-10-04T19:30:00.554667+00:00,242.0
,2025-10-04T00:30:00.820851+00:00,263.1
,2025-10-04T19:45:00.554667+00:00,229.2
,2025-10-04T00:45:00.820851+00:00,225.6
,2025-10-04T20:00:00.554667+00:00,250.4
,2025-10-04T01:00:00.820851+00:00,238.2
,2025-10-04T20:15:00.554667+00:00,253.7
,2025-10-04T01:15:00.820851+00:00,261.6
,2025-10-04T20:30:00.554667+00:00,258.5
,2025-10-04T01:30:00.820851+00:00,238.7
,2025-10-04T20:45:00.554667+00:00,220.2
,2025-10-04T01:45:00.820851+00:00,264.5
,2025-10-04T21:00:00.554667+00:00,270.8
,2025-10-04T02:00:00.820851+00:00,218.0
,2025-10-04T21:15:00.554667+00:00,233.0
,2025-10-04T02:15:00.820851+00:00,222.4
,2025-10-04T21:30:00.554667+00:00,256.7
,2025-10-04T02:30:00.820851+00:00,251.6
,2025-10-04T21:45:00.554667+00:00,248.7
,2025-10-04T02:45:00.820851+00:00,240.2
,2025-10-04T22:00:00.554667+00:00,217.4
,2025-10-04T03:00:00.820851+00:00,248.8
,2025-10-04T22:15:00.554667+00:00,263.8
,2025-10-04T03:15:00.820851+00:00,264.6
,2025-10-04T22:30:00.554667+00:00,234.0
,2025-10-04T03:30:00.820851+00:00,201.2
,2025-10-04T22:45:00.554667+00:00,250.7
,2025-10-04T03:45:00.820851+00:00,234.2
,2025-10-04T23:00:00.554667+00:00,233.6
,2025-10-04T04:00:00.820851+00:00,243.1
,2025-10-04T23:15:00.554667+00:00,230.9
,2025-10-04T04:15:00.820851+00:00,230.2
,2025-10-04T23:30:00.554667+00:00,251.5
,2025-10-04T04:30:00.820851+00:00,269.6
,2025-10-04T23:45:00.554667+00:00,259.1
,2025-10-04T04:45:00.820851+00:00,215.3
,2025-10-05T00:00:00.554667+00:00,231.2
,2025-10-04T05:00:00.820851+00:00,227.8
,2025-10-05T00:15:00.554667+00:00,291.7
,2025-10-04T05:15:00.820851+00:00,218.5
,2025-10-05T00:30:00.554667+00:00,276.7
,2025-10-04T05:30:00.820851+00:00,166.8
,2025-10-05T00:45:00.554667+00:00,254.5
,2025-10-04T05:45:00.820851+00:00,228.6
,2025-10-05T01:00:00.554667+00:00,227.2
,2025-10-04T06:00:00.820851+00:00,279.9
,2025-10-05T01:15:00.554667+00:00,206.0
,2025-10-04T06:15:00.820851+00:00,205.8
,2025-10-05T01:30:00.554667+00:00,253.9
,2025-10-04T06:30:00.820851+00:00,239.1
,2025-10-05T01:45:00.554667+00:00,268.7
,2025-10-04T06:45:00.820851+00:00,224.2
,2025-10-05T02:00:00.554667+00:00,232.5
,2025-10-04T07:00:00.820851+00:00,213.7
,2025-10-05T02:15:00.554667+00:00,239.4
,2025-10-04T07:15:00.820851+00:00,256.9
,2025-10-05T02:30:00.554667+00:00,206.5
,2025-10-04T07:30:00.820851+00:00,191.8
,2025-10-05T02:45:00.554667+00:00,227.3
,2025-10-04T07:45:00.820851+00:00,225.0
,2025-10-05T03:00:00.554667+00:00,227.7
,2025-10-04T08:00:00.820851+00:00,243.0
,2025-10-05T03:15:00.554667+00:00,249.5
,2025-10-04T08:15:00.820851+00:00,241.5
,2025-10-05T03:30:00.554667+00:00,205.4
,2025-10-04T08:30:00.820851+00:00,218.7
,2025-10-05T03:45:00.554667+00:00,230.8
,2025-10-04T08:45:00.820851+00:00,188.8
,2025-10-05T04:00:00.554667+00:00,254.8
,2025-10-04T09:00:00.820851+00:00,203.4
,2025-10-05T04:15:00.554667+00:00,252.1
,2025-10-04T09:15:00.820851+00:00,214.5
,2025-10-05T04:30:00.554667+00:00,232.1
,2025-10-04T09:30:00.820851+00:00,209.5
,2025-10-05T04:45:00.554667+00:00,258.0
,2025-10-04T09:45:00.820851+00:00,242.3
,2025-10-05T05:00:00.554667+00:00,257.0
,2025-10-04T10:00:00.820851+00:00,193.9
,2025-10-05T05:15:00.554667+00:00,210.3
,2025-10-04T10:15:00.820851+00:00,204.5
,2025-10-05T05:30:00.554667+00:00,220.2
,2025-10-04T10:30:00.820851+00:00,206.6
,2025-10-05T05:45:00.554667+00:00,251.7
,2025-10-04T10:45:00.820851+00:00,233.9
,2025-10-05T06:00:00.554667+00:00,265.2
,2025-10-04T11:00:00.820851+00:00,233.5
,2025-10-05T06:15:00.554667+00:00,231.3
,2025-10-04T11:15:00.820851+00:00,256.7
,2025-10-05T06:30:00.554667+00:00,227.9
,2025-10-04T11:30:00.820851+00:00,199.4
,2025-10-05T06:45:00.554667+00:00,273.6
,2025-10-04T11:45:00.820851+00:00,215.8
,2025-10-05T07:00:00.554667+00:00,285.6
,2025-10-04T12:00:00.820851+00:00,202.5
,2025-10-05T07:15:00.554667+00:00,279.3
,2025-10-04T12:15:00.820851+00:00,222.2
,2025-10-05T07:30:00.554667+00:00,243.1
,2025-10-04T12:30:00.820851+00:00,232.1
,2025-10-05T07:45:00.554667+00:00,252.4
,2025-10-04T12:45:00.820851+00:00,261.9
,2025-10-05T08:00:00.554667+00:00,248.4
,2025-10-04T13:00:00.820851+00:00,272.6
,2025-10-05T08:15:00.554667+00:00,209.2
,2025-10-04T13:15:00.820851+00:00,195.6
,2025-10-05T08:30:00.554667+00:00,211.4
,2025-10-04T13:30:00.820851+00:00,234.3
,2025-10-05T08:45:00.554667+00:00,239.0
,2025-10-04T13:45:00.820851+00:00,226.3
,2025-10-05T09:00:00.554667+00:00,219.8
,2025-10-04T14:00:00.820851+00:00,226.8
,2025-10-05T09:15:00.554667+00:00,267.6
,2025-10-04T14:15:00.820851+00:00,231.4
,2025-10-05T09:30:00.554667+00:00,205.1
,2025-10-04T14:30:00.820851+00:00,237.7
,2025-10-05T09:45:00.554667+00:00,248.6
,2025-10-04T14:45:00.820851+00:00,242.8
,2025-10-05T10:00:00.554667+00:00,227.8
,2025-10-04T15:00:00.820851+00:00,258.9
,2025-10-05T10:15:00.554667+00:00,262.2
,2025-10-04T15:15:00.820851+00:00,246.0
,2025-10-05T10:30:00.554667+00:00,224.1
,2025-10-04T15:30:00.820851+00:00,274.2
,2025-10-05T10:45:00.554667+00:00,206.9
,2025-10-04T15:45:00.820851+00:00,243.7
,2025-10-05T11:00:00.554667+00:00,236.0
,2025-10-04T16:00:00.820851+00:00,249.7
,2025-10-05T11:15:00.554667+00:00,199.9
,2025-10-04T16:15:00.820851+00:00,206.5
,2025-10-05T11:30:00.554667+00:00,247.0
,2025-10-04T16:30:00.820851+00:00,291.1
,2025-10-05T11:45:00.554667+00:00,213.7
,2025-10-04T16:45:00.820851+00:00,261.2
,2025-10-05T12:00:00.554667+00:00,195.0
,2025-10-04T17:00:00.820851+00:00,245.8
,2025-10-05T12:15:00.554667+00:00,209.1
,2025-10-04T17:15:00.820851+00:00,296.6
,2025-10-05T12:30:00.554667+00:00,208.4
,2025-10-04T17:30:00.820851+00:00,235.0
,2025-10-05T12:45:00.554667+00:00,216.2
,2025-10-04T17:45:00.820851+00:00,262.6
,2025-10-05T13:00:00.554667+00:00,225.8
,2025-10-04T18:00:00.820851+00:00,252.1
,2025-10-05T13:15:00.554667+00:00,238.1
,2025-10-04T18:15:00.820851+00:00,258.4
,2025-10-05T13:30:00.554667+00:00,259.0
,2025-10-04T18:30:00.820851+00:00,261.3
,2025-10-05T13:45:00.554667+00:00,238.0
,2025-10-04T18:45:00.820851+00:00,212.0
,2025-10-05T14:00:00.554667+00:00,191.9
,2025-10-04T19:00:00.820851+00:00,257.9
,2025-10-05T14:15:00.554667+00:00,239.4
,2025-10-04T19:15:00.820851+00:00,282.6
,2025-10-05T14:30:00.554667+00:00,199.1
,2025-10-04T19:30:00.820851+00:00,274.3
,2025-10-05T14:45:00.554667+00:00,233.6
,2025-10-04T19:45:00.820851+00:00,275.3
,2025-10-05T15:00:00.554667+00:00,238.8
,2025-10-04T20:00:00.820851+00:00,251.3
,2025-10-05T15:15:00.554667+00:00,231.1
,2025-10-04T20:15:00.820851+00:00,252.2
,2025-10-05T15:30:00.554667+00:00,242.1
,2025-10-04T20:30:00.820851+00:00,237.0
,2025-10-05T15:45:00.554667+00:00,256.0
,2025-10-04T20:45:00.820851+00:00,241.3
,2025-10-05T16:00:00.554667+00:00,254.4
,2025-10-04T21:00:00.820851+00:00,283.4
,2025-10-05T16:15:00.554667+00:00,227.2
,2025-10-04T21:15:00.820851+00:00,230.7
,2025-10-05T16:30:00.554667+00:00,230.3
,2025-10-04T21:30:00.820851+00:00,230.8
,2025-10-05T16:45:00.554667+00:00,235.1
,2025-10-04T21:45:00.820851+00:00,226.6
,2025-10-05T17:00:00.554667+00:00,278.8
,2025-10-04T22:00:00.820851+00:00,232.9
,2025-10-05T17:15:00.554667+00:00,198.0
,2025-10-04T22:15:00.820851+00:00,225.9
,2025-10-05T17:30:00.554667+00:00,251.2
,2025-10-04T22:30:00.820851+00:00,219.0
,2025-10-05T17:45:00.554667+00:00,209.9
,2025-10-04T22:45:00.820851+00:00,264.2
,2025-10-05T18:00:00.554667+00:00,225.9
,2025-10-04T23:00:00.820851+00:00,204.7
,2025-10-05T18:15:00.554667+00:00,288.2
,2025-10-04T23:15:00.820851+00:00,237.6
,2025-10-05T18:30:00.554667+00:00,241.6
,2025-10-04T23:30:00.820851+00:00,253.8
,2025-10-05T18:45:00.554667+00:00,227.4
,2025-10-04T23:45:00.820851+00:00,255.0
,2025-10-05T19:00:00.554667+00:00,251.0
,2025-10-05T00:00:00.820851+00:00,213.8
,2025-10-05T19:15:00.554667+00:00,238.5
,2025-10-05T00:15:00.820851+00:00,215.2
,2025-10-05T19:30:00.554667+00:00,267.7
,2025-10-05T00:30:00.820851+00:00,279.8
,2025-10-05T19:45:00.554667+00:00,261.5
,2025-10-05T00:45:00.820851+00:00,265.8
,2025-10-05T20:00:00.554667+00:00,219.6
,2025-10-05T01:00:00.820851+00:00,238.7
,2025-10-05T20:15:00.554667+00:00,240.4
,2025-10-05T01:15:00.820851+00:00,224.6
,2025-10-05T20:30:00.554667+00:00,261.3
,2025-10-05T01:30:00.820851+00:00,250.1
,2025-10-05T20:45:00.554667+00:00,248.7
,2025-10-05T01:45:00.820851+00:00,213.4
,2025-10-05T21:00:00.554667+00:00,280.1
,2025-10-05T02:00:00.820851+00:00,237.2
,2025-10-05T21:15:00.554667+00:00,252.0
,2025-10-05T02:15:00.820851+00:00,232.0
,2025-10-05T21:30:00.554667+00:00,236.0
,2025-10-05T02:30:00.820851+00:00,249.6
,2025-10-05T21:45:00.554667+00:00,223.3
,2025-10-05T02:45:00.820851+00:00,235.6
,2025-10-05T22:00:00.554667+00:00,240.6
,2025-10-05T03:00:00.820851+00:00,235.2
,2025-10-05T22:15:00.554667+00:00,217.6
,2025-10-05T03:15:00.820851+00:00,233.7
,2025-10-05T22:30:00.554667+00:00,243.4
,2025-10-05T03:30:00.820851+00:00,211.9
,2025-10-05T22:45:00.554667+00:00,242.7
,2025-10-05T03:45:00.820851+00:00,215.4
,2025-10-05T23:00:00.554667+00:00,207.1
,2025-10-05T04:00:00.820851+00:00,275.8
,2025-10-05T23:15:00.554667+00:00,227.2
,2025-10-05T04:15:00.820851+00:00,224.2
,2025-10-05T23:30:00.554667+00:00,228.4
,2025-10-05T04:30:00.820851+00:00,235.9
,2025-10-05T23:45:00.554667+00:00,252.5
,2025-10-05T04:45:00.820851+00:00,212.0
,2025-10-06T00:00:00.554667+00:00,233.2
,2025-10-05T05:00:00.820851+00:00,199.5
,2025-10-06T00:15:00.554667+00:00,210.8
,2025-10-05T05:15:00.820851+00:00,253.3
,2025-10-06T00:30:00.554667+00:00,247.8
,2025-10-05T05:30:00.820851+00:00,241.5
,2025-10-06T00:45:00.554667+00:00,202.6
,2025-10-05T05:45:00.820851+00:00,263.7
,2025-10-06T01:00:00.554667+00:00,265.8
,2025-10-05T06:00:00.820851+00:00,220.6
,2025-10-06T01:15:00.554667+00:00,257.3
,2025-10-05T06:15:00.820851+00:00,296.1
,2025-10-06T01:30:00.554667+00:00,258.8
,2025-10-05T06:30:00.820851+00:00,235.8
,2025-10-06T01:45:00.554667+00:00,300
,2025-10-05T06:45:00.820851+00:00,249.9
,2025-10-06T02:00:00.554667+00:00,256.6
,2025-10-05T07:00:00.820851+00:00,182.8
,2025-10-06T02:15:00.554667+00:00,237.8
,2025-10-05T07:15:00.820851+00:00,228.4
,2025-10-06T02:30:00.554667+00:00,250.8
,2025-10-05T07:30:00.820851+00:00,257.6
,2025-10-06T02:45:00.554667+00:00,232.6
,2025-10-05T07:45:00.820851+00:00,214.6
,2025-10-06T03:00:00.554667+00:00,213.0
,2025-10-05T08:00:00.820851+00:00,245.2
,2025-10-06T03:15:00.554667+00:00,253.7
,2025-10-05T08:15:00.820851+00:00,244.6
,2025-10-06T03:30:00.554667+00:00,266.3
,2025-10-05T08:30:00.820851+00:00,186.7
,2025-10-06T03:45:00.554667+00:00,258.6
,2025-10-05T08:45:00.820851+00:00,223.3
,2025-10-06T04:00:00.554667+00:00,239.5
,2025-10-05T09:00:00.820851+00:00,225.1
,2025-10-06T04:15:00.554667+00:00,235.5
,2025-10-05T09:15:00.820851+00:00,249.2
,2025-10-06T04:30:00.554667+00:00,229.9
,2025-10-05T09:30:00.820851+00:00,228.4
,2025-10-06T04:45:00.554667+00:00,220.7
,2025-10-05T09:45:00.820851+00:00,188.9
,2025-10-06T05:00:00.554667+00:00,247.4
,2025-10-05T10:00:00.820851+00:00,263.6
,2025-10-06T05:15:00.554667+00:00,224.1
,2025-10-05T10:15:00.820851+00:00,293.8
,2025-10-06T05:30:00.554667+00:00,242.1
,2025-10-05T10:30:00.820851+00:00,253.3
,2025-10-06T05:45:00.554667+00:00,218.8
,2025-10-05T10:45:00.820851+00:00,231.2
,2025-10-06T06:00:00.554667+00:00,269.3
,2025-10-05T11:00:00.820851+00:00,233.1
,2025-10-06T06:15:00.554667+00:00,300
,2025-10-05T11:15:00.820851+00:00,231.0
,2025-10-06T06:30:00.554667+00:00,227.0
,2025-10-05T11:30:00.820851+00:00,236.6
,2025-10-06T06:45:00.554667+00:00,209.8
,2025-10-05T11:45:00.820851+00:00,223.2
,2025-10-06T07:00:00.554667+00:00,230.6
,2025-10-05T12:00:00.820851+00:00,190.3
,2025-10-06T07:15:00.554667+00:00,228.9
,2025-10-05T12:15:00.820851+00:00,195.6
,2025-10-06T07:30:00.554667+00:00,223.9
,2025-10-05T12:30:00.820851+00:00,267.6
,2025-10-06T07:45:00.554667+00:00,249.9
,2025-10-05T12:45:00.820851+00:00,237.6
,2025-10-06T08:00:00.554667+00:00,213.2
,2025-10-05T13:00:00.820851+00:00,237.3
,2025-10-06T08:15:00.554667+00:00,190.5
,2025-10-05T13:15:00.820851+00:00,187.0
,2025-10-06T08:30:00.554667+00:00,206.4
,2025-10-05T13:30:00.820851+00:00,266.8
,2025-10-06T08:45:00.554667+00:00,254.8
,2025-10-05T13:45:00.820851+00:00,199.7
,2025-10-06T09:00:00.554667+00:00,219.6
,2025-10-05T14:00:00.820851+00:00,258.9
,2025-10-06T09:15:00.554667+00:00,211.0
,2025-10-05T14:15:00.820851+00:00,204.3
,2025-10-06T09:30:00.554667+00:00,199.5
,2025-10-05T14:30:00.820851+00:00,237.6
,2025-10-06T09:45:00.554667+00:00,197.4
,2025-10-05T14:45:00.820851+00:00,223.9
,2025-10-06T10:00:00.554667+00:00,282.9
,2025-10-05T15:00:00.820851+00:00,187.6
,2025-10-06T10:15:00.554667+00:00,243.2
,2025-10-05T15:15:00.820851+00:00,203.1
,2025-10-06T10:30:00.554667+00:00,221.8
,2025-10-05T15:30:00.820851+00:00,196.1
,2025-10-06T10:45:00.554667+00:00,242.4
,2025-10-05T15:45:00.820851+00:00,227.0
,2025-10-06T11:00:00.554667+00:00,246.5
,2025-10-05T16:00:00.820851+00:00,276.9
,2025-10-06T11:15:00.554667+00:00,243.2
,2025-10-05T16:15:00.820851+00:00,297.9
,2025-10-06T11:30:00.554667+00:00,204.0
,2025-10-05T16:30:00.820851+00:00,231.4
,2025-10-06T11:45:00.554667+00:00,212.6
,2025-10-05T16:45:00.820851+00:00,277.8
,2025-10-06T12:00:00.554667+00:00,203.6
,2025-10-05T17:00:00.820851+00:00,265.7
,2025-10-06T12:15:00.554667+00:00,210.4
,2025-10-05T17:15:00.820851+00:00,249.9
,2025-10-06T12:30:00.554667+00:00,248.0
,2025-10-05T17:30:00.820851+00:00,214.0
,2025-10-06T12:45:00.554667+00:00,237.9
,2025-10-05T17:45:00.820851+00:00,236.7
,2025-10-06T13:00:00.554667+00:00,237.4
,2025-10-05T18:00:00.820851+00:00,232.3
,2025-10-06T13:15:00.554667+00:00,225.2
,2025-10-05T18:15:00.820851+00:00,224.4
,2025-10-06T13:30:00.554667+00:00,236.1
,2025-10-05T18:30:00.820851+00:00,221.8
,2025-10-06T13:45:00.554667+00:00,245.9
,2025-10-05T18:45:00.820851+00:00,286.3
,2025-10-06T14:00:00.554667+00:00,216.8
,2025-10-05T19:00:00.820851+00:00,259.5
,2025-10-06T14:15:00.554667+00:00,263.8
,2025-10-05T19:15:00.820851+00:00,214.4
,2025-10-06T14:30:00.554667+00:00,239.6
,2025-10-05T19:30:00.820851+00:00,245.1
,2025-10-06T14:45:00.554667+00:00,241.7
,2025-10-05T19:45:00.820851+00:00,262.6
,2025-10-06T15:00:00.554667+00:00,215.3
,2025-10-05T20:00:00.820851+00:00,234.5
,2025-10-06T15:15:00.554667+00:00,246.5
,2025-10-05T20:15:00.820851+00:00,241.3
,2025-10-06T15:30:00.554667+00:00,238.2
,2025-10-05T20:30:00.820851+00:00,274.1
,2025-10-06T15:45:00.554667+00:00,216.9
,2025-10-05T20:45:00.820851+00:00,223.5
,2025-10-06T16:00:00.554667+00:00,244.7
,2025-10-05T21:00:00.820851+00:00,243.1
,2025-10-06T16:15:00.554667+00:00,253.3
,2025-10-05T21:15:00.820851+00:00,244.2
,2025-10-06T16:30:00.554667+00:00,237.3
,2025-10-05T21:30:00.820851+00:00,190.6
,2025-10-06T16:45:00.554667+00:00,213.1
,2025-10-05T21:45:00.820851+00:00,249.7
,2025-10-06T17:00:00.554667+00:00,254.9
,2025-10-05T22:00:00.820851+00:00,293.5
,2025-10-06T17:15:00.554667+00:00,211.7
,2025-10-05T22:15:00.820851+00:00,232.4
,2025-10-06T17:30:00.554667+00:00,217.4
,2025-10-05T22:30:00.820851+00:00,248.8
,2025-10-06T17:45:00.554667+00:00,239.3
,2025-10-05T22:45:00.820851+00:00,256.9
,2025-10-06T18:00:00.554667+00:00,249.7
,2025-10-05T23:00:00.820851+00:00,211.6
,2025-10-06T18:15:00.554667+00:00,231.1
,2025-10-05T23:15:00.820851+00:00,283.4
,2025-10-06T18:30:00.554667+00:00,242.4
,2025-10-05T23:30:00.820851+00:00,252.3
,2025-10-06T18:45:00.554667+00:00,214.0
,2025-10-05T23:45:00.820851+00:00,232.5
,2025-10-06T19:00:00.554667+00:00,292.8
,2025-10-06T00:00:00.820851+00:00,219.4
,2025-10-06T19:15:00.554667+00:00,253.5
,2025-10-06T00:15:00.820851+00:00,230.6
,2025-10-06T19:30:00.554667+00:00,239.4
,2025-10-06T00:30:00.820851+00:00,267.3
,2025-10-06T19:45:00.554667+00:00,218.7
,2025-10-06T00:45:00.820851+00:00,254.8
,2025-10-06T20:00:00.554667+00:00,283.6
,2025-10-06T01:00:00.820851+00:00,257.6
,2025-10-06T20:15:00.554667+00:00,230.0
,2025-10-06T01:15:00.820851+00:00,262.4
,2025-10-06T20:30:00.554667+00:00,230.7
,2025-10-06T01:30:00.820851+00:00,232.1
,2025-10-06T20:45:00.554667+00:00,300
,2025-10-06T01:45:00.820851+00:00,240.4
,2025-10-06T21:00:00.554667+00:00,234.1
,2025-10-06T02:00:00.820851+00:00,260.1
,2025-10-06T21:15:00.554667+00:00,206.9
,2025-10-06T02:15:00.820851+00:00,226.2
,2025-10-06T21:30:00.554667+00:00,251.0
,2025-10-06T02:30:00.820851+00:00,201.7
,2025-10-06T21:45:00.554667+00:00,263.5
,2025-10-06T02:45:00.820851+00:00,263.9
,2025-10-06T22:00:00.554667+00:00,239.0
,2025-10-06T03:00:00.820851+00:00,228.2
,2025-10-06T22:15:00.554667+00:00,241.7
,2025-10-06T03:15:00.820851+00:00,251.6
,2025-10-06T22:30:00.554667+00:00,270.2
,2025-10-06T03:30:00.820851+00:00,250.6
,2025-10-06T22:45:00.554667+00:00,248.7
,2025-10-06T03:45:00.820851+00:00,255.6
,2025-10-06T23:00:00.554667+00:00,258.2
,2025-10-06T04:00:00.820851+00:00,211.0
,2025-10-06T23:15:00.554667+00:00,257.8
,2025-10-06T04:15:00.820851+00:00,248.5
,2025-10-06T23:30:00.554667+00:00,253.0
